LocationID,Latitude,Longitude
AOO,40.296372,-78.320022
AOR,6.189667,100.398183
AOS,57.471389,-153.815278
AOT,45.738456,7.368719
APA,39.570129,-104.849294
APC,38.2131944,-122.2806944
APF,26.152619,-81.775294
APG,39.466219,-76.168808
APK,-15.5736,-146.415
APL,-15.105611,39.2818
APN,45.0781,-83.5603
APO,7.033,-77.2
APW,-13.829969,-172.008336
APZ,-38.9755,-70.113581
AQA,-21.812,-48.133028
AQB,15.0122004,-91.1505966
AQC,55.554658,-133.101693
AQG,30.5822,117.0502
AQI,28.335192,46.125069
AQJ,29.611619,35.018067
AQP,-16.341072,-71.583083
ARA,30.037758,-91.883896
ARB,42.132274,-83.444418
ARC,68.1147,-145.579
ARD,-8.13234,124.597
ARE,18.451111,-66.675556
ARH,64.360281,40.430167
ARI,-18.348531,-70.338742
ARK,-3.367794,36.633333
ARM,-30.528056,151.617222
ARN,59.651944,17.918611
ARPT,41.288436,2.072409
ARR,-45.016667,-70.816667
ART,43.991922,-76.021739
ARU,-21.141342,-50.424722
ARV,45.927778,-89.730833
ARW,46.17655,21.262022
ASA,13.071783,42.645006
ASB,37.986814,58.360967
ASD,24.698283,-77.795611
ASE,39.2232,-106.869
ASF,46.283333,48.006278
ASH,42.78175,-71.5147778
ASI,-7.969597,-14.393664
ASJ,28.430633,129.712542
ASK,6.903167,-5.365581
ASM,15.291853,38.910667
ASO,10.01855,34.586253
ASP,-23.806667,133.902222
ASR,38.770386,35.495428
AST,46.157972,-123.878694
ASU,-25.23985,-57.519133
ASV,-2.64505,37.2531
ASW,23.964356,32.819975
ATA,-9.347444,-77.598392
ATB,17.7,33.967
ATC,24.629417,-75.673775
ATD,-8.87333,161.011
ATF,-1.212067,-78.574636
ATH,37.936358,23.944467
ATJ,-19.836944,47.065278
ATK,70.4673,-157.436
ATL,33.636719,-84.428067
ATM,-3.253906,-52.253978
ATP,-3.18985,142.43
ATQ,31.709594,74.797264
ATR,20.506828,-13.043194
ATT,30.31666,-97.7666
ATW,44.257526,-88.507576
ATWN,40.605604,-75.462384
ATY,44.914,-97.1547
ATZ,27.046508,31.011983
AUA,12.501389,-70.015221
AUB,48.3655,10.886
AUC,7.068881,-70.736925
AUF,47.850193,3.497111
AUG,44.320647,-69.797317
AUH,24.432972,54.651138
AUJ,-4.15,142.51
AUK,62.68,-164.66
AUL,8.14528,171.173
AUO,32.3691,-85.2604
AUQ,-9.768794,-139.011256
AUR,44.891388,2.421944
AUS,30.194528,-97.669889
AUU,-13.3539,141.721
AUW,44.9262845,-89.6270018
AUX,-7.228333,-48.240833
AUY,-20.2492,169.771
AVB,46.031889,12.596472
AVI,22.027053,-78.789617
AVK,46.2503,102.802
AVL,35.436194,-82.541806
AVN,43.9073,4.901831
AVO,27.591389,-81.528889
AVP,41.338478,-75.723403
AVV,-38.039444,144.469444
AVW,32.409556,-111.218388
AVX,33.405,-118.415833
AWA,7.067,38.5
AWB,-8.014,142.75
AWD,-19.24,169.605
AWK,19.282067,166.636444
AWZ,31.337431,48.76195
AXA,18.204834,-63.055084
AXD,40.855869,25.956264
AXJ,32.482222,130.158889
AXK,14.551322,46.826183
AXM,4.452775,-75.766447
AXP,22.441828,-73.970858
AXR,-15.248289,-146.616708
AXT,39.615556,140.218611
AXU,14.14675,38.772833
AYK,50.2395,66.941
AYP,-13.154819,-74.204417
AYQ,-25.186111,130.975556
AYT,36.898731,30.800461
AZ3,33.1277215,68.8369847
AZA,33.307833,-111.655
AZD,31.904908,54.276503
AZI,24.428333,54.458084
AZN,40.7277,72.294
AZO,42.234875,-85.552058
AZR,27.837589,-0.186414
AZS,19.267,-69.742
BAB,39.136089,-121.436567
BAD,32.50182,-93.662674
BAF,42.1579472,-72.715875
BAG,16.375103,120.619636
BAH,26.270834,50.63361
BAIN,47.622237,-122.509362
BAK,40.4675,50.046667
BAL,37.928969,41.116583
BAM,49.911,10.9
BAQ,10.889589,-74.780819
BAS,-6.967,155.883
BAU,-22.345042,-49.0538
BAV,40.56,109.997
BAX,53.363775,83.538533
BAY,47.658389,23.470022
BAZ,-0.975,-62.923889
BBA,-45.916058,-71.689475
BBG,3.086521,172.811465
BBH,54.33754,12.699705
BBI,20.244364,85.817781
BBJ,51.193531,14.519747
BBK,-17.832875,25.1624
BBM,13.0956,103.224
BBN,3.73389,115.479
BBO,10.389167,44.941106
BBP,50.677778,-1.109444
BBQ,17.6358,-61.8286
BBR,16.0133,-61.7422
BBS,51.323889,-0.8475
BBT,4.221583,15.786369
BBU,44.503194,26.102111
BBX,40.1375,-75.265
BCA,20.365317,-74.506206
BCD,10.642511,122.929617
BCE,37.706444,-112.145806
BCI,-23.5653,145.307
BCL,10.768736,-83.585614
BCM,46.521946,26.910278
BCN,41.297078,2.078464
BCO,5.78287,36.562
BCT,26.3785,-80.107694
BCV,17.269444,-88.776111
BCW,-21.849167,35.436944
BDA,32.364042,-64.678703
BDB,-24.903889,152.318611
BDD,-10.15,141.175
BDE,48.728444,-94.612222
BDH,26.532,54.824847
BDI,-3.721389,55.208611
BDJ,-3.442356,114.762553
BDL,41.938889,-72.683222
BDM,40.317972,27.977694
BDN,24.841519,68.838408
BDO,-6.900625,107.576294
BDP,26.570822,88.079578
BDQ,22.336164,73.226289
BDR,41.163472,-73.126167
BDS,40.657633,17.947033
BDT,4.253206,20.975283
BDU,69.055758,18.540356
BE2,54.6178,-5.9017
BEB,57.481111,-7.362778
BEC,37.6939167,-97.2149167
BED,42.469953,-71.289031
BEF,11.990961,-83.774086
BEG,44.818444,20.309139
BEH,42.1285833,-86.4285
BEI,9.38639,34.5219
BEJ,2.155497,117.432256
BEL,-1.37925,-48.476292
BEN,32.096786,20.269472
BEO,-33.066667,151.648333
BEP,15.162783,76.882775
BEQ,52.342611,0.772939
BER,52.366667,13.503333
BES,48.447911,-4.418539
BET,60.779778,-161.838
BEU,-24.3461,139.46
BEV,31.287003,34.722953
BEW,-19.796419,34.907556
BEY,33.820931,35.488389
BEZ,-1.254722,176.007222
BFD,41.8031,-78.6401
BFF,41.874,-103.596
BFH,-25.405078,-49.232036
BFI,47.53,-122.301947
BFJ,27.253,105.426
BFL,35.433598,-119.05677
BFM,30.626783,-88.068092
BFN,-29.092722,26.302444
BFO,-21.008083,31.57855
BFP,40.7724722,-80.3914444
BFQ,7.583,-78.2
BFS,54.6575,-6.215833
BFT,32.41083,-80.635
BFT,32.477411,-80.723161
BFV,15.229539,103.253231
BFX,5.536919,10.354583
BGA,7.1265,-73.184778
BGC,41.8578,-6.707125
BGE,30.9715981,-84.6369278
BGF,4.398475,18.518786
BGG,38.86111,40.5925
BGI,13.074603,-59.492456
BGK,16.516667,-88.416667
BGM,42.208689,-75.979839
BGO,60.293386,5.218142
BGR,44.807444,-68.828139
BGS,52.548611,13.389444
BGW,33.262539,44.234578
BGX,-31.390528,-54.112244
BGY,45.673889,9.704166
BHB,44.4497689,-68.3615653
BHD,54.618056,-5.8725
BHE,-41.518333,173.870278
BHF,52.51,13.434722
BHG,15.7631,-84.5436
BHH,19.98435,42.620881
BHI,-38.724967,-62.169317
BHJ,23.287828,69.670147
BHK,39.775,64.483333
BHM,33.562942,-86.75355
BHN,14.781972,45.720083
BHO,23.287467,77.337375
BHP,27.14743,87.050819
BHQ,-32.0014,141.472
BHR,27.6781,84.4294
BHS,-33.4094,149.652
BHU,21.752206,72.185181
BHV,29.3481,71.717981
BHX,52.453856,-1.748028
BHY,21.5394,109.294
BHZ,-19.8517,-43.9508
BIA,42.552664,9.483731
BID,41.168056,-71.577778
BIE,47.851,10.634
BIF,31.849528,-106.380039
BIG,63.994547,-145.721642
BII,11.5225,165.565
BIK,-1.190017,136.107997
BIL,45.80921,-108.537654
BIM,25.699881,-79.264656
BIN,34.816667,67.816667
BING,42.101438,-75.910431
BIO,43.301097,-2.910608
BIQ,43.468419,-1.523325
BIR,26.481453,87.264036
BIS,46.775842,-100.757931
BIU,65.641389,-23.546111
BIV,42.7427778,-86.1078333
BIX,30.410425,-88.924433
BIY,-32.89715,27.279111
BJA,36.711997,5.069922
BJB,37.492958,57.308219
BJC,39.90888888,-105.1172222
BJF,70.600278,29.6925
BJH,29.53896,81.185364
BJI,47.510722,-94.934722
BJL,13.337961,-16.652206
BJM,-3.324019,29.318519
BJO,-22.773336,-64.312881
BJP,-22.979167,-46.5375
BJR,11.608075,37.321644
BJS,39.904167,116.407222
BJT,6.416667,79.983333
BJU,29.50611,81.66944
BJV,37.249,27.667
BJX,20.993464,-101.480847
BJZ,38.89125,-6.821333
BKA,55.617222,38.059999
BKC,65.981667,-161.149167
BKD,32.719047,-98.891
BKF,39.701668,-104.75166
BKG,36.531994,-93.200556
BKH,22.022833,-159.785
BKI,5.937208,116.051181
BKK,13.681108,100.747283
BKL,41.5175,-81.683333
BKM,3.974,115.618
BKN,39.481389,54.362778
BKO,12.533544,-7.949944
BKQ,-24.427778,145.428611
BKS,-3.8637,102.339036
BKW,37.7873,-81.1242
BKX,44.3048,-96.8169
BKY,-2.308978,28.808803
BKZ,-1.3,31.8
BLA,10.107139,-64.689161
BLBO,43.25947,-2.929017
BLD,35.5651,-114.514
BLE,60.422017,15.515211
BLF,37.2958,-81.2077
BLG,2.65,113.767
BLH,33.619167,-114.716889
BLI,48.792694,-122.537528
BLJ,35.752106,6.308589
BLK,53.771667,-3.028611
BLL,55.740322,9.151778
BLQ,44.535444,11.288667
BLR,12.949986,77.668206
BLT,-23.6031,148.807
BLV,38.545178,-89.835183
BLZ,-15.679053,34.974014
BMA,59.354372,17.94165
BMC,41.552,-112.062
BMD,-19.6867,44.5419
BME,-17.8,122.2
BMG,39.1460208,-86.6166805
BMI,40.477111,-88.915917
BMK,53.5955,6.709167
BMM,2.075639,11.493195
BMO,24.269033,97.246153
BMP,-20.8044444,149.2794444
BMQ,-3.982688889,39.73089722
BMT,30.0702044,-94.2150967
BMU,-8.539647,118.687322
BMV,12.668311,108.120272
BMW,21.375,0.923889
BMX,59.361247,-155.258822
BMY,-19.7206,163.661
BN1,15.98166667,-11.3
BNA,36.124472,-86.678194
BND,27.218317,56.37785
BNE,-27.384167,153.1175
BNI,6.316981,5.599503
BNJ,50.731944,7.096944
BNK,-28.833889,153.5625
BNN,65.461111,12.2175
BNP,32.9729,70.5279
BNS,8.619575,-70.220825
BNU,-26.834239,-49.091696
BNX,44.941444,17.297501
BNY,-11.302,159.8
BOA,-5.854,13.064
BOB,-16.444378,-151.751286
BOC,9.340853,-82.250842
BOD,44.828335,-0.715556
BOG,4.701594,-74.146947
BOH,50.78,-1.8425
BOI,43.564361,-116.222861
BOJ,42.569583,27.515236
BOM,19.088686,72.867919
BON,12.131044,-68.268511
BOO,67.269167,14.365278
BOR,47.6556015,7.0108299
BOS,42.364347,-71.005181
BOT,-7.240833,141.092333
BOU,47.058056,2.370278
BOW,27.9434,-81.7834
BOX,51.478506,7.2222
BOY,11.160056,-4.330969
BPC,6.039239,10.122639
BPE,21.17383327,94.9246666
BPF,-8.63,158
BPM,34.5646,69.1554
BPN,-1.268272,116.894478
BPR,11.674167,125.478611
BPS,-16.438611,-39.080833
BPT,29.950833,-94.020694
BPU,33.3,131.5333
BPX,30.5536,97.1083
BPY,-16.741945,44.481388
BQB,-33.687222,115.400278
BQH,51.330833,0.0325
BQK,31.2588,-81.4665
BQL,-22.9133,139.9
BQN,18.494861,-67.129444
BQS,50.425394,127.412478
BQT,52.06,23.53
BQU,12.988444,-61.262033
BRA,-12.083333,-45
BRC,-41.151172,-71.157542
BRD,46.398308,-94.138078
BRE,53.0475,8.786667
BRI,41.138856,16.760594
BRK,-30.0392,145.952
BRL,40.7832,-91.1255
BRM,10.042747,-69.358619
BRN,46.9141,7.497153
BRO,25.906833,-97.425861
BRQ,49.151269,16.694433
BRR,57.0228,-7.44306
BRS,51.382669,-2.719089
BRT,-11.769167,130.619722
BRU,50.901389,4.484444
BRV,53.507081,8.572878
BRW,71.285446,-156.766003
BRX,18.251464,-71.1204
BSA,11.2753,49.1494
BSB,-15.8711,-47.918625
BSC,6.202917,-77.394675
BSD,25.053333,99.168333
BSF,19.760056,-155.553717
BSG,1.905469,9.805681
BSJ,-37.8875,147.567778
BSK,34.793289,5.738231
BSL,47.59,7.529167
BSNT,41.379359,2.140474
BSO,20.451322,121.979883
BSR,30.549069,47.662142
BST,31.558889,64.364167
BSU,1.22472,19.7889
BSX,16.815233,94.779911
BTE,7.53242,-12.5189
BTH,1.121028,104.118753
BTI,70.133989,-143.581867
BTJ,5.523522,95.420372
BTK,56.370556,101.698331
BTM,45.954806,-112.497472
BTO,4.233333,-55.45
BTR,30.533167,-91.149639
BTS,48.170167,17.212667
BTT,66.913944,-151.529056
BTU,3.12385,113.020472
BTV,44.471861,-73.153278
BTZ,40.2332993,29.0091991
BUA,-5.42232,154.673
BUC,-17.7486,139.534
BUD,47.436933,19.255592
BUF,42.940525,-78.732167
BUG,-12.609025,13.403711
BUH,48.0411,10.715
BUI,-3.58365,138.533
BUN,3.819628,-76.989767
BUO,9.517,45.567
BUQ,-20.017431,28.617869
BUR,34.200667,-118.358667
BUS,41.610278,41.599694
BUU,42.6907171,-88.3046825
BUX,1.565719,30.220833
BUY,36.0485433,-79.4748892
BUZ,28.944811,50.834637
BVA,49.454444,2.112778
BVB,2.846311,-60.690069
BVC,16.136531,-22.888897
BVE,45.150833,1.469167
BVG,70.866667,29
BVH,-12.694375,-60.098269
BVI,-25.8975,139.348
BVS,-1.681944,-50.48
BVV,44.92,147.621667
BVY,42.584141,-70.9161444
BWA,27.505703,83.41625
BWB,-20.798,115.406
BWD,31.7936111,-98.9565
BWE,52.319167,10.556111
BWF,54.131167,-3.263667
BWG,36.9645278,-86.4196667
BWI,39.175361,-76.668333
BWK,43.285719,16.679719
BWN,4.9442,114.928353
BWO,51.8583,47.7456
BWT,-40.9989,145.731
BWU,-33.924444,150.988333
BXB,-2.532242,133.438894
BXE,14.847256,-12.468264
BXH,46.8933,75.005
BXK,33.420417,-112.68618
BXN,37.140144,27.669717
BXO,46.9725,8.398611
BXR,29.084169,58.450042
BXS,33.2590278,-116.3209722
BXU,8.951322,125.477972
BXX,9.933,43.15
BYC,-21.960925,-63.651669
BYH,35.964347,-89.943956
BYK,7.7388,-5.073667
BYM,20.396331,-76.621494
BYN,46.1633,100.704
BYO,-21.247222,-56.4525
BYS,35.280531,-116.630031
BYT,51.668598,-9.48417
BYU,49.984428,11.638569
BYW,48.56025,-122.80243
BZA,14.041667,-84.630556
BZB,-21.542778,35.473056
BZE,17.539144,-88.308203
BZG,53.0968,17.9777
BZI,39.619258,27.925958
BZK,53.214194,34.176447
BZL,22.801,90.3012
BZN,45.777643,-111.160151
BZO,46.460194,11.326383
BZR,43.323522,3.353903
BZV,-4.2517,15.253031
BZY,47.8381,27.7815
BZZ,51.749964,-1.583617
C02,42.6149167,-88.3895833
C16,40.144979,-88.200197
C23,6.998333,134.232778
C47,43.5603136,-89.4828607
C65,41.3651307,-86.3002574
C89,42.70325,-87.9589722
C91,41.9929342,-86.1280125
CAB,-5.596992,12.188353
CABO,22.880854,-109.902117
CAC,-25.000339,-53.500764
CAE,33.938833,-81.119528
CAF,-4.871389,-66.8975
CAG,39.251469,9.054283
CAH,9.188049,105.174721
CAI,30.121944,31.405556
CAJ,6.231989,-62.854433
CAK,40.9160833,-81.4421944
CAL,55.4372,-5.68639
CAN,23.392436,113.298786
CAP,19.732989,-72.194739
CAQ,7.968333,-75.198333
CAR,46.8715,-68.017917
CAT,24.315292,-75.452331
CAU,-8.28239,-36.0135
CAW,-21.698333,-41.301669
CAX,54.9375,-2.809167
CAY,4.819808,-52.360447
CAZ,-31.5383,145.794
CBB,-17.421058,-66.177114
CBE,39.615278,-78.760556
CBFD,18.331263,-64.795408
CBG,52.205,0.175
CBH,31.6457,-2.26986
CBL,8.121898,-63.537353
CBM,33.643833,-88.443833
CBN,-6.756144,108.539672
CBO,7.165242,124.209619
CBQ,4.976019,8.347197
CBR,-35.306944,149.195
CBT,-12.4792,13.4869
CBV,15.468958,-90.406742
CCC,22.5132,-78.511
CCF,43.215978,2.306317
CCH,-46.583341,-71.687405
CCI,-27.180556,-52.052778
CCJ,11.136839,75.9553
CCK,-12.1883,96.8339
CCL,-26.769444,150.616667
CCM,-28.725817,-49.424739
CCN,34.526667,65.271667
CCO,33.3115656,-84.7697554
CCP,-36.77265,-73.063106
CCR,37.9896667,-122.0568889
CCS,10.603117,-66.990583
CCU,22.654739,88.446722
CCV,-16.265,167.924
CCZ,25.417108,-77.88085
CDA,-12.9033,132.532
CDB,55.206061,-162.725436
CDC,37.700967,-113.098847
CDG,49.012779,2.55
CDI,39.9750278,-81.5775833
CDJ,-8.348347,-49.301528
CDK,29.1342222,-83.0504722
CDN,34.2835833,-80.5648611
CDP,14.509961,78.772833
CDR,42.8375,-103.095556
CDS,34.433781,-100.287992
CDU,-34.040278,150.687222
CDV,60.491778,-145.477556
CDW,40.8752222,-74.2813611
CEB,10.307542,123.979439
CEC,41.7802,-124.237
CED,-32.1306,133.71
CEE,59.2736,38.0158
CEF,42.194014,-72.534783
CEG,53.178056,-2.977778
CEI,19.952342,99.882928
CEJ,51.24,31.09
CEK,55.305836,61.503333
CEM,65.573889,-144.780833
CEN,27.392639,-109.833111
CEQ,43.54205,6.953478
CER,49.650106,-1.470281
CES,-32.7875,151.342
CET,47.082136,-0.877064
CEU,34.6722222,-82.8858889
CEW,30.778833,-86.522111
CEZ,37.303,-108.628056
CFB,-22.921667,-42.074167
CFC,-26.788333,-50.939722
CFD,30.715694,-96.331361
CFE,45.786661,3.169169
CFG,22.15,-80.414167
CFN,55.044192,-8.341
CFO,-10.633611,-51.567222
CFR,49.173333,-0.45
CFS,-30.320556,153.116389
CFU,39.601944,19.911667
CFX,-26.06245,-65.932095
CGA,55.478889,-133.147778
CGB,-15.652931,-56.116719
CGC,28.8676111,-82.5741111
CGD,28.9189,111.64
CGF,41.565124,-81.4863555
CGH,-23.626692,-46.655375
CGI,37.2253,-89.5708
CGK,-6.125567,106.655897
CGM,9.25352,124.707
CGN,50.865917,7.142744
CGO,34.519672,113.840889
CGP,22.249611,91.813286
CGQ,43.5412,125.1201
CGR,-20.468667,-54.6725
CGU,8.288527,-62.760361
CGX,41.860278,-87.609722
CGY,8.415619,124.611219
CGZ,32.954889,-111.766832
CHA,35.035278,-85.203808
CHC,-43.489358,172.532225
CHE,51.933334,-10.233333
CHG,41.5381,120.435
CHH,-6.201806,-77.856064
CHI,41.883611,-87.631667
CHIR,40.283,51.283
CHM,-9.149614,-78.52385
CHO,38.138639,-78.452861
CHQ,35.531747,24.149678
CHR,46.862194,1.730667
CHS,32.898647,-80.040528
CHT,-43.81,-176.457222
CHU,61.579167,-159.215556
CHX,9.458636,-82.516806
CHY,-6.711944,156.396111
CIA,41.799361,12.594936
CIC,39.795383,-121.858422
CID,41.884694,-91.710806
CIF,42.235,118.908
CIH,36.2475,113.126
CIJ,-11.040436,-68.782972
CIK,66.645,-143.74
CIL,64.897778,-163.703333
CILS,-21.135518,55.472087
CIO,45.471009,21.111967
CIP,-13.5583,32.5872
CIS,-2.768122,-171.710394
CIT,42.364167,69.478889
CIU,46.2508,-84.4724
