ProductID,Date,Zip,Units,Revenue,Country
768,1/15/1999,M5A,1,104.9475,Canada
1046,1/15/1999,L5J,1,99.6975,Canada
1110,1/15/1999,R3R,1,209.9475,Canada
964,5/31/2002,R3L,1,335.9475,Canada
1003,2/15/1999,K1H,3,259.7175,Canada
1065,2/15/1999,K2P,1,296.5725,Canada
400,6/5/2002,L5H,1,734.7375,Canada
1425,6/6/2002,M4P,1,304.395,Canada
1426,6/6/2002,M4P,1,304.395,Canada
645,3/15/1999,H1G,1,746.55,Canada
739,3/15/1999,H2Z,1,170.5725,Canada
921,3/15/1999,K1H,1,524.9475,Canada
921,3/15/1999,M7Y,1,524.9475,Canada
922,3/15/1999,K1A,1,472.4475,Canada
964,3/15/1999,R3V,1,356.9475,Canada
992,3/15/1999,M4Y,1,288.6975,Canada
1014,3/15/1999,M5X,1,86.5725,Canada
1045,3/15/1999,L5N,1,207.3225,Canada
1053,3/15/1999,R3N,1,251.9475,Canada
1109,3/15/1999,R3V,1,209.9475,Canada
1112,3/15/1999,R3H,1,116.4975,Canada
1188,3/15/1999,M7Y,1,472.4475,Canada
1948,3/15/1999,M4E,1,296.5725,Canada
645,1/15/1999,T6T,2,1493.1,Canada
725,1/15/1999,V6Z,2,230.895,Canada
727,1/15/1999,T3C,1,62.9475,Canada
757,1/15/1999,V6M,1,83.9475,Canada
757,1/15/1999,V6Z,1,83.9475,Canada
758,1/15/1999,V7Y,1,83.9475,Canada
767,1/15/1999,R2G,1,104.9475,Canada
768,1/15/1999,T5V,1,104.9475,Canada
768,1/15/1999,T6V,1,104.9475,Canada
838,1/15/1999,T6E,1,929.1975,Canada
1112,1/15/1999,V5W,1,116.4975,Canada
2045,1/15/1999,T2P,1,409.4475,Canada
2056,1/15/1999,V7Y,1,325.4475,Canada
2254,1/15/1999,V5Y,1,57.6975,Canada
2254,1/15/1999,V6E,1,57.6975,Canada
2282,1/15/1999,V5Z,1,304.4475,Canada
491,1/15/1999,V5W,1,815.325,Canada
491,1/15/1999,V5Z,1,815.325,Canada
573,1/15/1999,V7P,1,280.6125,Canada
1111,5/31/2002,V6T,1,120.6975,Canada
2070,5/31/2002,T5E,1,524.9475,Canada
2081,5/31/2002,T5H,1,225.6975,Canada
606,5/31/2002,V5M,1,323.1375,Canada
676,5/31/2002,T6E,1,837.375,Canada
725,5/31/2002,T2C,1,120.6975,Canada
837,5/31/2002,T2J,1,813.6975,Canada
1062,5/31/2002,T6J,1,149.5725,Canada
2252,5/31/2002,T6R,2,272.895,Canada
2359,5/31/2002,T6V,1,430.4475,Canada
596,5/31/2002,R2G,1,791.9625,Canada
915,5/31/2002,T5K,1,556.4475,Canada
2005,5/31/2002,V6J,1,307.0725,Canada
2380,5/31/2002,T6J,1,293.9475,Canada
609,1/15/1999,T2Y,1,778.8375,Canada
683,1/15/1999,V6C,1,788.025,Canada
714,1/15/1999,V6T,1,160.0725,Canada
725,1/15/1999,T5V,1,115.4475,Canada
767,1/15/1999,T5K,1,104.9475,Canada
768,1/15/1999,V6Z,1,104.9475,Canada
770,1/15/1999,V6H,1,257.1975,Canada
1065,1/15/1999,T2T,1,296.5725,Canada
2235,1/15/1999,T5K,1,65.5725,Canada
2255,1/15/1999,V6M,1,57.6975,Canada
396,1/15/1999,T6T,1,857.0625,Canada
396,1/15/1999,V6T,1,857.0625,Canada
604,1/15/1999,V6H,1,461.7375,Canada
676,1/15/1999,T6E,1,801.9375,Canada
683,2/15/1999,R2N,1,788.025,Canada
726,2/15/1999,V5Z,1,115.4475,Canada
740,2/15/1999,V6T,1,170.5725,Canada
768,2/15/1999,V6M,1,104.9475,Canada
990,2/15/1999,T2Z,1,456.6975,Canada
1985,6/5/2002,T6T,1,160.0725,Canada
2045,6/5/2002,T2X,1,419.9475,Canada
2255,6/5/2002,V6G,1,60.3225,Canada
596,6/5/2002,V5V,1,776.7375,Canada
2254,6/5/2002,V6G,1,60.3225,Canada
573,6/6/2002,R2G,1,298.9875,Canada
676,6/6/2002,T6T,1,852.6,Canada
740,6/6/2002,T2Z,1,173.1975,Canada
596,6/6/2002,T6E,1,776.7375,Canada
739,6/6/2002,T2Z,1,173.1975,Canada
2332,6/6/2002,V6R,1,367.4475,Canada
467,6/7/2002,V6G,1,900.6375,Canada
574,6/7/2002,T3B,1,869.1375,Canada
990,6/7/2002,T6E,1,430.4475,Canada
1225,2/15/1999,T6G,1,236.1975,Canada
2050,2/15/1999,T2J,1,498.6975,Canada
2255,2/15/1999,T5K,1,57.6975,Canada
2331,2/15/1999,V6C,1,535.4475,Canada
120,2/15/1999,T6R,1,829.5,Canada
499,2/15/1999,T5W,1,828.1875,Canada
580,2/15/1999,V5N,1,734.7375,Canada
604,2/15/1999,V6H,1,461.7375,Canada
609,2/15/1999,T6E,1,778.8375,Canada
725,2/15/1999,V5N,1,115.4475,Canada
754,2/15/1999,V7N,1,244.0725,Canada
757,2/15/1999,T6E,1,83.9475,Canada
770,2/15/1999,T6J,1,257.1975,Canada
940,2/15/1999,T2C,1,687.6975,Canada
979,2/15/1999,V5W,1,409.4475,Canada
992,2/15/1999,V6G,1,278.1975,Canada
1008,2/15/1999,V5Z,1,236.1975,Canada
1066,2/15/1999,T1Y,1,296.5725,Canada
1122,2/15/1999,T3G,1,157.4475,Canada
1185,2/15/1999,T5K,2,839.895,Canada
1185,2/15/1999,T6G,1,419.9475,Canada
1188,2/15/1999,T5K,1,472.4475,Canada
1188,2/15/1999,V7R,1,472.4475,Canada
1426,2/15/1999,V5Z,1,286.02,Canada
1974,2/15/1999,T6T,1,52.4475,Canada
2045,2/15/1999,V6L,1,409.4475,Canada
2050,2/15/1999,T6K,1,498.6975,Canada
2056,2/15/1999,T6G,1,325.4475,Canada
2373,2/15/1999,T6J,1,551.1975,Canada
2374,2/15/1999,V7M,1,629.9475,Canada
2388,2/15/1999,T3G,1,309.6975,Canada
1734,3/8/1999,T1Y,1,449.8725,Canada
1735,3/8/1999,T1Y,1,449.8725,Canada
396,3/15/1999,V6C,1,857.0625,Canada
550,3/15/1999,V6H,1,403.9875,Canada
596,3/15/1999,V6T,1,746.55,Canada
604,3/15/1999,T6E,1,461.7375,Canada
606,3/15/1999,T2A,1,314.7375,Canada
631,3/15/1999,V5W,1,346.2375,Canada
663,3/15/1999,T2J,1,765.45,Canada
1143,6/12/2002,V6Z,1,551.1975,Canada
93,3/15/1999,V6A,1,992.25,Canada
396,3/15/1999,V7M,1,857.0625,Canada
475,3/15/1999,V5N,1,970.2,Canada
488,3/15/1999,T6J,1,970.2,Canada
491,3/15/1999,V6C,2,1630.65,Canada
676,3/15/1999,T6B,1,801.9375,Canada
681,3/15/1999,T6E,1,629.7375,Canada
725,3/15/1999,T6H,1,115.4475,Canada
739,3/15/1999,V5N,1,170.5725,Canada
767,3/15/1999,T2X,1,104.9475,Canada
901,3/15/1999,V6R,1,409.4475,Canada
964,3/15/1999,V5Z,1,346.4475,Canada
1008,3/15/1999,V6Z,1,236.1975,Canada
1081,3/15/1999,T3G,1,225.6975,Canada
1105,3/15/1999,T5V,1,246.6975,Canada
1109,3/15/1999,T2J,1,209.9475,Canada
1166,3/15/1999,T2C,1,535.4475,Canada
1166,3/15/1999,T5J,1,535.4475,Canada
1168,3/15/1999,V6Z,1,367.4475,Canada
1173,3/15/1999,T2J,1,524.9475,Canada
2235,1/15/1999,R3N,1,65.5725,Canada
2235,1/15/1999,M5X,1,65.5725,Canada
522,1/15/1999,M5L,1,624.75,Canada
726,1/15/1999,K1R,1,115.4475,Canada
728,1/15/1999,K1Y,2,125.895,Canada
767,1/15/1999,R3G,1,104.9475,Canada
1449,1/15/1999,K1R,1,118.02,Canada
1450,1/15/1999,M6S,1,118.02,Canada
1894,1/15/1999,K2P,1,682.2375,Canada
1960,1/15/1999,R3S,1,97.0725,Canada
2234,1/15/1999,L4Y,1,65.5725,Canada
2234,1/15/1999,H1B,2,131.145,Canada
2235,1/15/1999,L5P,2,131.145,Canada
2255,1/15/1999,R3N,1,57.6975,Canada
2279,1/15/1999,R3V,1,165.3225,Canada
2388,1/15/1999,H1G,1,309.6975,Canada
396,2/15/1999,M4V,2,1714.125,Canada
491,2/15/1999,M4E,1,815.325,Canada
609,2/15/1999,M4Y,1,778.8375,Canada
631,2/15/1999,R3B,1,346.2375,Canada
676,2/15/1999,R3G,1,801.9375,Canada
683,2/15/1999,R3H,1,788.025,Canada
683,2/15/1999,K1R,1,788.025,Canada
725,2/15/1999,M7Y,1,115.4475,Canada
747,2/15/1999,L5N,1,291.3225,Canada
767,2/15/1999,R3H,1,104.9475,Canada
770,2/15/1999,L5N,1,257.1975,Canada
853,2/15/1999,M4Y,1,456.6975,Canada
901,2/15/1999,R3B,1,409.4475,Canada
910,2/15/1999,R2Y,1,414.6975,Canada
1014,2/15/1999,R3C,1,86.5725,Canada
1111,2/15/1999,R3T,1,116.4975,Canada
1133,2/15/1999,R3M,1,629.9475,Canada
1166,2/15/1999,R3W,1,535.4475,Canada
1173,2/15/1999,R3V,1,524.9475,Canada
1230,2/15/1999,M4E,1,524.9475,Canada
1920,2/15/1999,L5N,1,280.8225,Canada
2045,2/15/1999,L5N,1,409.4475,Canada
2074,2/15/1999,M4V,1,328.0725,Canada
2081,2/15/1999,M7Y,1,220.4475,Canada
2254,2/15/1999,R3B,1,57.6975,Canada
2254,2/15/1999,M4V,1,57.6975,Canada
94,2/15/1999,R3H,1,866.25,Canada
475,2/15/1999,M5L,1,970.2,Canada
550,2/15/1999,R3W,1,403.9875,Canada
604,2/15/1999,R3G,2,923.475,Canada
1094,4/10/2003,R3V,1,57.6975,Canada
786,4/10/2003,H1G,1,57.6975,Canada
551,4/10/2003,L5N,1,922.1625,Canada
1093,4/10/2003,R3V,1,57.6975,Canada
761,4/10/2003,R3H,1,173.1975,Canada
785,4/10/2003,H1G,1,57.6975,Canada
785,5/31/2002,H1B,1,68.1975,Canada
786,5/31/2002,L5T,1,68.1975,Canada
964,5/31/2002,M6H,1,335.9475,Canada
1143,5/31/2002,M4S,1,551.1975,Canada
962,3/15/1999,M4Y,1,524.9475,Canada
989,3/15/1999,M5X,1,451.4475,Canada
1003,3/15/1999,K1G,2,173.145,Canada
1082,3/15/1999,R3V,1,225.6975,Canada
1949,3/15/1999,M4E,1,296.5725,Canada
2331,4/11/2003,M7Y,1,540.6975,Canada
2055,4/11/2003,M5R,1,569.5725,Canada
2332,4/11/2003,M5X,1,419.9475,Canada
914,4/11/2003,R3N,1,577.4475,Canada
681,4/12/2003,M4E,1,715.8375,Canada
767,4/12/2003,R3H,1,94.4475,Canada
785,4/12/2003,R3H,1,57.6975,Canada
976,4/12/2003,H1B,1,325.4475,Canada
786,4/12/2003,R3H,1,57.6975,Canada
964,4/12/2003,R3B,1,330.6975,Canada
768,4/12/2003,R3H,1,94.4475,Canada
609,4/14/2003,M7Y,1,850.2375,Canada
2016,3/15/1999,L5N,1,299.1975,Canada
2235,3/15/1999,M6H,1,65.5725,Canada
2254,3/15/1999,K1P,1,57.6975,Canada
2388,3/15/1999,K1S,1,309.6975,Canada
330,3/15/1999,M7Y,1,577.2375,Canada
396,3/15/1999,L5N,1,857.0625,Canada
400,3/15/1999,R3K,1,683.8125,Canada
443,3/15/1999,R3S,1,790.9125,Canada
604,3/15/1999,R3G,1,461.7375,Canada
609,3/15/1999,M4V,1,778.8375,Canada
609,3/15/1999,M5L,1,778.8375,Canada
631,3/15/1999,M5P,1,346.2375,Canada
901,3/15/1999,M5B,1,409.4475,Canada
910,3/15/1999,L5N,1,414.6975,Canada
914,3/15/1999,M4V,1,603.6975,Canada
2252,6/10/2003,R3B,1,136.4475,Canada
1894,6/10/2003,R3G,1,750.6975,Canada
906,6/10/2003,M4E,1,419.9475,Canada
1065,3/15/1999,R3H,1,296.5725,Canada
1066,3/15/1999,R3E,1,296.5725,Canada
1066,3/15/1999,M5X,1,296.5725,Canada
1166,3/15/1999,H1B,1,535.4475,Canada
1168,3/15/1999,K1H,1,367.4475,Canada
1168,3/15/1999,M7Y,1,383.1975,Canada
1185,3/15/1999,K1N,1,419.9475,Canada
1920,3/15/1999,R3M,1,280.8225,Canada
1974,3/15/1999,R3B,1,52.4475,Canada
1974,3/15/1999,R3H,1,52.4475,Canada
2032,3/15/1999,L5N,2,446.145,Canada
2056,3/15/1999,R3V,1,325.4475,Canada
2056,3/15/1999,K1N,1,320.1975,Canada
2056,3/15/1999,M4N,1,325.4475,Canada
2091,3/15/1999,R3V,1,152.1975,Canada
2234,3/15/1999,M4V,1,65.5725,Canada
2235,3/15/1999,K1P,2,131.145,Canada
2277,3/15/1999,R3E,1,251.9475,Canada
370,3/15/1999,K1K,1,540.4875,Canada
400,3/15/1999,K2P,1,683.8125,Canada
573,3/15/1999,M4E,1,280.6125,Canada
837,3/15/1999,R3G,1,839.9475,Canada
901,3/15/1999,H1B,1,409.4475,Canada
952,3/15/1999,M6P,1,262.4475,Canada
981,3/15/1999,M5V,1,157.4475,Canada
1014,3/15/1999,R3G,1,86.5725,Canada
1960,3/15/1999,M4E,1,97.0725,Canada
1927,5/31/2002,M5X,1,99.6975,Canada
2046,5/31/2002,M6H,1,433.0725,Canada
2074,5/31/2002,M5P,1,335.9475,Canada
609,2/15/1999,L5T,1,778.8375,Canada
609,2/15/1999,M6G,1,778.8375,Canada
631,2/15/1999,L5N,1,346.2375,Canada
754,2/15/1999,R3E,1,244.0725,Canada
990,2/15/1999,K1S,1,482.9475,Canada
1230,2/15/1999,M4R,1,524.9475,Canada
1329,2/15/1999,R3E,1,92.82,Canada
1957,2/15/1999,R3G,2,307.545,Canada
2056,2/15/1999,L4X,1,320.1975,Canada
2056,2/15/1999,L5R,1,325.4475,Canada
2074,2/15/1999,M5P,1,328.0725,Canada
2199,2/15/1999,R3H,1,178.4475,Canada
2234,2/15/1999,R3B,1,65.5725,Canada
2331,2/15/1999,R2W,1,535.4475,Canada
396,2/15/1999,M4T,1,857.0625,Canada
400,2/15/1999,K1N,1,683.8125,Canada
491,2/15/1999,R3G,1,815.325,Canada
609,2/15/1999,L4X,1,778.8375,Canada
609,2/15/1999,M4E,1,778.8375,Canada
676,2/15/1999,M5X,1,801.9375,Canada
768,2/15/1999,R3H,1,104.9475,Canada
768,2/15/1999,L5N,2,209.895,Canada
1046,2/15/1999,M6S,1,99.6975,Canada
1065,2/15/1999,R3V,1,296.5725,Canada
1066,2/15/1999,K2P,1,296.5725,Canada
1120,2/15/1999,R3V,1,173.1975,Canada
1173,2/15/1999,M7Y,1,524.9475,Canada
1974,2/15/1999,M6H,1,52.4475,Canada
2047,2/15/1999,R3A,1,377.9475,Canada
2255,2/15/1999,R3B,1,57.6975,Canada
2373,2/15/1999,K1K,1,551.1975,Canada
396,2/15/1999,M4R,1,857.0625,Canada
475,2/15/1999,R3H,1,970.2,Canada
559,2/15/1999,R3H,1,585.6375,Canada
599,2/15/1999,M6H,1,753.6375,Canada
748,2/15/1999,L5N,1,291.3225,Canada
990,2/15/1999,R2R,1,530.1975,Canada
1191,2/15/1999,R3G,1,262.4475,Canada
2235,2/15/1999,R3B,1,65.5725,Canada
2396,5/31/2002,M4E,1,89.1975,Canada
1870,6/1/2002,L5N,1,850.4475,Canada
559,6/1/2002,M5L,1,624.4875,Canada
467,6/1/2002,R3H,1,900.6375,Canada
433,6/1/2002,K1K,1,851.55,Canada
989,3/15/1999,M4N,1,467.1975,Canada
1065,3/15/1999,R3E,1,296.5725,Canada
1065,3/15/1999,M5X,1,296.5725,Canada
1066,3/15/1999,M6H,1,296.5725,Canada
1116,3/15/1999,M5R,1,251.9475,Canada
1173,3/15/1999,M4P,1,524.9475,Canada
1173,3/15/1999,M5E,1,524.9475,Canada
1185,3/15/1999,K2P,1,419.9475,Canada
1956,3/15/1999,R3M,1,153.7725,Canada
1961,3/15/1999,R3H,1,97.0725,Canada
1961,3/15/1999,M4E,1,97.0725,Canada
2234,3/15/1999,K1P,2,131.145,Canada
2255,3/15/1999,M4N,1,57.6975,Canada
2282,3/15/1999,L5T,1,304.4475,Canada
2340,3/15/1999,R2W,1,461.9475,Canada
2388,3/15/1999,L5N,1,309.6975,Canada
491,3/15/1999,M5S,1,815.325,Canada
510,3/15/1999,R3G,1,837.1125,Canada
604,3/15/1999,M5P,1,461.7375,Canada
609,3/15/1999,R3G,1,778.8375,Canada
609,3/15/1999,L5H,1,778.8375,Canada
728,3/15/1999,R3G,1,62.9475,Canada
2388,6/7/2002,M5L,1,309.6975,Canada
1006,6/7/2002,L5T,2,178.395,Canada
559,6/7/2002,L4X,1,624.4875,Canada
862,6/7/2002,K1M,1,304.4475,Canada
964,6/7/2002,M5X,1,330.6975,Canada
596,6/7/2002,L5V,1,776.7375,Canada
976,6/8/2002,R3K,1,314.9475,Canada
573,6/8/2002,M5P,1,298.9875,Canada
606,6/8/2002,R3E,1,323.1375,Canada
992,6/10/2002,R3S,1,278.1975,Canada
609,6/10/2002,R3G,1,829.2375,Canada
725,6/10/2002,M6P,1,120.6975,Canada
1139,6/10/2002,R3T,1,682.4475,Canada
964,6/10/2002,M7Y,1,314.9475,Canada
609,6/10/2002,L5R,1,829.2375,Canada
901,3/15/1999,M5E,1,409.4475,Canada
910,3/15/1999,M5X,1,414.6975,Canada
962,3/15/1999,R3W,1,509.1975,Canada
1065,3/15/1999,M6H,1,296.5725,Canada
1173,3/15/1999,M4S,1,524.9475,Canada
1185,3/15/1999,R3B,1,419.9475,Canada
1185,3/15/1999,L5N,1,419.9475,Canada
